Date,Open,High,Low,Close,Adj Close,Volume,Next High,Next Low
12-08-2002,41.6208,42.539902,41.577,42.014702,31.133818,105312,42.627399,42.014702
13-08-2002,42.452301,42.627399,42.014702,42.058399,31.166197,43892,42.146,41.445702
14-08-2002,42.014702,42.146,41.445702,41.577,30.809479,48155,42.627399,41.752102
16-08-2002,42.627399,42.627399,41.752102,41.8834,31.036522,61111,42.233501,41.577
19-08-2002,42.233501,42.233501,41.577,41.752102,30.939224,45970,42.539902,41.795799
20-08-2002,41.927101,42.539902,41.795799,42.233501,31.295956,66950,42.758701,42.014702
21-08-2002,42.058399,42.758701,42.014702,42.496101,31.490551,56242,45.078201,42.802399
22-08-2002,42.802399,45.078201,42.802399,43.765301,32.431053,253804,44.334202,43.283901
23-08-2002,43.852798,44.334202,43.283901,43.415199,32.171608,89123,43.6777,42.802399
26-08-2002,43.327599,43.6777,42.802399,43.021301,31.87973,78766,43.590199,42.233501
27-08-2002,43.240101,43.590199,42.233501,42.320999,31.360786,68330,42.233501,41.795799
28-08-2002,42.014702,42.233501,41.795799,41.970901,31.101362,46252,42.277302,41.577
29-08-2002,41.752102,42.277302,41.577,42.058399,31.166197,48492,42.977501,42.146
30-08-2002,42.146,42.977501,42.146,42.452301,31.458094,122298,44.640598,43.108799
02-09-2002,43.108799,44.640598,43.108799,43.7215,32.398598,161683,44.553101,42.714901
03-09-2002,44.553101,44.553101,42.714901,42.889999,31.782433,58256,43.283901,42.277302
04-09-2002,42.496101,43.283901,42.277302,42.933701,31.814816,93991,43.502701,42.627399
05-09-2002,43.196301,43.502701,42.627399,42.714901,31.652676,50194,43.021301,41.795799
06-09-2002,42.714901,43.021301,41.795799,41.970901,31.101362,84952,42.1022,40.920502
09-09-2002,41.6208,42.1022,40.920502,41.0956,30.452745,147363,41.6646,41.183102
11-09-2002,41.226898,41.6646,41.183102,41.270699,30.582497,54977,41.752102,41.3582
12-09-2002,41.402,41.752102,41.3582,41.577,30.809479,58966,42.277302,41.183102
13-09-2002,41.183102,42.277302,41.183102,41.577,30.809479,74031,41.8396,40.964298
16-09-2002,41.402,41.8396,40.964298,41.0518,30.420282,53196,42.014702,41.1394
17-09-2002,41.970901,42.014702,41.1394,41.3582,30.647329,44251,41.533298,40.3078
18-09-2002,41.3582,41.533298,40.3078,40.658001,30.128471,73144,40.920502,40.0452
19-09-2002,40.920502,40.920502,40.0452,40.351601,29.901417,53885,40.439098,39.826401
20-09-2002,39.913898,40.439098,39.826401,40.264099,29.83658,42490,40.701698,40.0452
23-09-2002,40.701698,40.701698,40.0452,40.132801,29.739286,32861,40.220299,39.607601
24-09-2002,39.913898,40.220299,39.607601,39.7826,29.479776,41907,39.957699,39.388802
25-09-2002,39.388802,39.957699,39.388802,39.826401,29.512239,33075,40.614201,40.0452
26-09-2002,40.0452,40.614201,40.0452,40.264099,29.83658,22633,41.1394,40.264099
27-09-2002,41.1394,41.1394,40.264099,40.439098,29.966261,26679,40.351601,39.826401
30-09-2002,40.089001,40.351601,39.826401,39.913898,29.577078,39059,40.220299,38.9949
01-10-2002,39.957699,40.220299,38.9949,39.213699,29.058212,58982,39.476299,38.9949
03-10-2002,39.169899,39.476299,38.9949,39.169899,29.025759,42650,39.169899,38.601002
04-10-2002,39.038601,39.169899,38.601002,38.688499,28.669024,47399,39.345001,38.075802
07-10-2002,38.075802,39.345001,38.075802,39.082401,28.960917,62783,40.264099,38.907299
08-10-2002,39.607601,40.264099,38.907299,38.951099,28.863619,74655,39.345001,38.601002
09-10-2002,39.213699,39.345001,38.601002,38.601002,28.604185,55160,38.819801,37.856998
10-10-2002,38.688499,38.819801,37.856998,37.9883,28.150164,52626,38.863602,37.7257
11-10-2002,37.7257,38.863602,37.7257,38.294601,28.377146,38171,38.951099,38.338402
14-10-2002,38.776001,38.951099,38.338402,38.557201,28.571735,34282,39.169899,38.5135
16-10-2002,38.7323,39.169899,38.5135,38.644699,28.636568,54493,38.644699,38.075802
17-10-2002,38.075802,38.644699,38.075802,38.2509,28.344759,32537,38.863602,38.4259
