Date,Open,High,Low,Close,Adj Cose,Volume,Next High,Next Low
20-05-2003,15.7711,15.8867,15.4889,15.5756,0.026632,16886205,15.9222,15.6244
21-05-2003,15.6444,15.9222,15.6244,15.6978,0.026841,15521760,16.111099,15.3556
22-05-2003,15.7778,16.111099,15.3556,15.4189,0.026364,11097990,15.6922,15.0033
23-05-2003,15.5556,15.6922,15.0033,15.1089,0.025834,42300585,15.3222,14.9333
26-05-2003,14.9333,15.3222,14.9333,15.2922,0.026148,19019655,15.62,15.1333
27-05-2003,15.3111,15.62,15.1333,15.46,0.026435,21739680,15.5778,15.2478
28-05-2003,15.5,15.5778,15.2478,15.3678,0.026277,15020730,15.4444,15.2022
29-05-2003,15.3778,15.4444,15.2022,15.3,0.026161,28052010,15.5556,15.2644
30-05-2003,15.2778,15.5556,15.2644,15.4256,0.026376,18908820,16.062201,15.3667
02-06-2003,15.3667,16.062201,15.3667,15.6167,0.026702,35043615,15.7333,15.1478
03-06-2003,15.6444,15.7333,15.1478,15.1922,0.025977,20128950,15.3044,14.9333
04-06-2003,15,15.3044,14.9333,15.1056,0.025829,20944620,15.4156,15.1867
05-06-2003,15.2867,15.4156,15.1867,15.3433,0.026235,18324360,15.7733,15.38
06-06-2003,15.4444,15.7733,15.38,15.6944,0.026835,28057725,16.111099,15.7733
09-06-2003,15.7733,16.111099,15.7733,15.8567,0.027113,25225470,16.111099,15.5867
10-06-2003,15.8,16.111099,15.5867,15.6856,0.02682,25363125,15.8667,15.45
11-06-2003,15.7644,15.8667,15.45,15.57,0.026623,14880150,15.9111,15.67
12-06-2003,15.6833,15.9111,15.67,15.8578,0.027115,17239815,16.0867,15.7111
13-06-2003,15.9167,16.0867,15.7111,15.8,0.027016,21602115,15.9211,15.5556
16-06-2003,15.8889,15.9211,15.5556,15.71,0.026862,9292680,15.9222,15.7744
17-06-2003,15.78,15.9222,15.7744,15.8733,0.027141,16903710,16.371099,15.9367
18-06-2003,16,16.371099,15.9367,16.2033,0.027705,36876420,16.4667,16.139999
19-06-2003,16.3356,16.4667,16.139999,16.3111,0.02789,22442850,16.6189,16.2444
20-06-2003,16.3111,16.6189,16.2444,16.5278,0.02826,33317055,16.7733,16.511101
23-06-2003,16.6667,16.7733,16.511101,16.596701,0.028378,26377470,16.555599,16
24-06-2003,16.2222,16.555599,16,16.2778,0.027833,16416450,16.572201,16.376699
25-06-2003,16.3778,16.572201,16.376699,16.5089,0.028228,20743245,17.200001,16.555599
26-06-2003,16.555599,17.200001,16.555599,17.068899,0.029186,50564700,17.200001,16.799999
27-06-2003,17.111099,17.200001,16.799999,16.917801,0.028927,19181070,17.266701,16.9356
30-06-2003,16.9578,17.266701,16.9356,17.053301,0.029159,23666175,17.1022,16.6922
01-07-2003,17.0889,17.1022,16.6922,16.747801,0.028637,9922995,16.975599,16.7656
02-07-2003,16.7656,16.975599,16.7656,16.8811,0.028864,12462165,17.1733,16.7556
03-07-2003,16.781099,17.1733,16.7556,16.8256,0.02877,22666005,17.3778,16.888901
04-07-2003,16.888901,17.3778,16.888901,17.129999,0.02929,25184385,17.2878,16.9233
07-07-2003,17.266701,17.2878,16.9233,17.02,0.029102,7181190,17.422199,17
08-07-2003,17,17.422199,17,17.2244,0.029451,27426375,17.2889,17
09-07-2003,17.2889,17.2889,17,17.1467,0.029319,12157380,17.2444,16.822201
10-07-2003,17,17.2444,16.822201,16.9744,0.029024,19739025,17.111099,16.7178
11-07-2003,17.0233,17.111099,16.7178,16.83,0.028777,15768315,16.888901,16.633301
14-07-2003,16.733299,16.888901,16.633301,16.793301,0.264078,10214190,16.9333,16.2889
15-07-2003,16.8444,16.9333,16.2889,16.376699,0.257526,17440110,16.8444,16.3778
16-07-2003,16.548901,16.8444,16.3778,16.77,0.263711,11133495,16.888901,16.5578
17-07-2003,16.888901,16.888901,16.5578,16.7311,0.263099,16243785,16.7533,16.3333
18-07-2003,16.5333,16.7533,16.3333,16.553301,0.260304,10485765,16.6667,16.0278
21-07-2003,16.2222,16.6667,16.0278,16.148899,0.253944,6744510,16.444401,15.8933
22-07-2003,16.111099,16.444401,15.8933,16.055599,0.252477,11837295,16.422199,16.0667
23-07-2003,16.422199,16.422199,16.0667,16.135599,0.253735,5883705,16.6556,16.0667
24-07-2003,16.133301,16.6556,16.0667,16.5156,0.259711,14379795,17.555599,15.3333
25-07-2003,15.3333,17.555599,15.3333,16.346701,0.257055,19952370,16.6422,16.379999
28-07-2003,16.6422,16.6422,16.379999,16.4533,0.258731,15620355,16.488899,16.1889
29-07-2003,16.488899,16.488899,16.1889,16.4233,0.258259,14352255,16.511101,16.0056
30-07-2003,16.4422,16.511101,16.0056,16.135599,0.253735,15493185,16.2222,15.8667
31-07-2003,16.157801,16.2222,15.8667,15.9444,0.250728,30080070,16.1667,15.9778
01-08-2003,16.024401,16.1667,15.9778,16.0056,0.251691,20737665,16.3778,16.0667
04-08-2003,16.1089,16.3778,16.0667,16.206699,0.254853,12329280,16.6644,16.177799
05-08-2003,16.4,16.6644,16.177799,16.261101,0.255709,34699815,16.455601,16.1556
06-08-2003,16.3333,16.455601,16.1556,16.2644,0.255761,15844275,16.597799,16.195601
07-08-2003,16.3778,16.597799,16.195601,16.407801,0.258016,28237950,17.02,16.488899
08-08-2003,16.555599,17.02,16.488899,16.926701,0.266175,31735395,17.371099,16.8867
11-08-2003,16.9333,17.371099,16.8867,17.0744,0.268498,23936850,17.284401,16.988899
12-08-2003,17.15,17.284401,16.988899,17.1567,0.269792,16406460,17.2656,16.851101
13-08-2003,17.114401,17.2656,16.851101,17.126699,0.26932,15000435,17.309999,16.8689
14-08-2003,17.219999,17.309999,16.8689,16.951099,0.266559,14700375,17.1556,16.8111
18-08-2003,17.0389,17.1556,16.8111,17.124399,0.269284,12611340,17.261101,16.9356
19-08-2003,17.261101,17.261101,16.9356,17.0744,0.268498,14169780,17.177799,16.866699
20-08-2003,17.176701,17.177799,16.866699,16.973301,0.266908,13346505,17.5711,17.0056
21-08-2003,17.0667,17.5711,17.0056,17.434401,0.274159,25260120,18.177799,17.555599
22-08-2003,17.6,18.177799,17.555599,17.9622,0.282459,41288580,18.266701,16.968901
25-08-2003,18.2222,18.266701,16.968901,17.196699,0.270421,29887200,17.951099,17.3389
26-08-2003,17.417801,17.951099,17.3389,17.629999,0.277235,22296510,18.0289,17.6789
27-08-2003,17.884399,18.0289,17.6789,17.988899,0.282879,17173395,18.266701,17.7556
28-08-2003,18,18.266701,17.7556,18.1556,0.2855,25476075,18.6,18.182199
29-08-2003,18.3111,18.6,18.182199,18.4944,0.290828,22141395,19.133301,18.6667
01-09-2003,18.6667,19.133301,18.6667,19.011101,0.298953,19784520,19.133301,18.7033
02-09-2003,19.0667,19.133301,18.7033,18.8867,0.296997,13254975,19.062201,18.4
03-09-2003,18.9333,19.062201,18.4,18.516701,0.291178,11976885,18.6667,17.893299
04-09-2003,18.6667,18.6667,17.893299,18.002199,0.283088,18684900,18.7556,18.133301
05-09-2003,18.177799,18.7556,18.133301,18.5844,0.292243,17573985,18.9767,18.555599
08-09-2003,18.555599,18.9767,18.555599,18.9156,0.297451,15605055,19.0222,18.2222
09-09-2003,19,19.0222,18.2222,18.3722,0.288906,12746925,18.7733,18.290001
10-09-2003,18.444401,18.7733,18.290001,18.6789,0.293729,8793495,18.864401,18.114401
11-09-2003,18.6667,18.864401,18.114401,18.2178,0.286478,14024475,18.555599,17.7778
12-09-2003,18.32,18.555599,17.7778,17.878901,0.281149,12579210,18,17.512199
15-09-2003,17.756701,18,17.512199,17.623301,0.27713,10350135,18.0333,17.3333
16-09-2003,17.5333,18.0333,17.3333,17.7122,0.278527,29554425,17.9111,17.3333
17-09-2003,17.9111,17.9111,17.3333,17.412201,0.27381,17951040,17.5522,17.111099
18-09-2003,17.388901,17.5522,17.111099,17.205601,0.270561,9429660,17.888901,17.2444
19-09-2003,17.444401,17.888901,17.2444,17.6644,0.277776,15644790,17.866699,17.322201
22-09-2003,17.8444,17.866699,17.322201,17.3389,0.272657,10926765,17.6222,17.1789
23-09-2003,17.2222,17.6222,17.1789,17.555599,0.276065,8997795,18.3333,17.4944
24-09-2003,17.733299,18.3333,17.4944,18.228901,0.286653,20078100,18.3978,17.799999
25-09-2003,17.799999,18.3978,17.799999,18.034401,0.283594,15838920,18.3111,17.955601
26-09-2003,18.1556,18.3111,17.955601,18.237801,0.286793,10734075,18.3444,18.001101
29-09-2003,18.177799,18.3444,18.001101,18.0856,0.284399,5704335,18.242201,17.6667
30-09-2003,18.194401,18.242201,17.6667,17.7978,0.279874,14359500,18.111099,17.7778
01-10-2003,17.926701,18.111099,17.7778,18.011101,0.283228,8083080,18.257799,17.893299
03-10-2003,18.0222,18.257799,17.893299,17.9944,0.282965,14088015,18.7556,18.067801
06-10-2003,18.133301,18.7556,18.067801,18.643299,0.293169,24632145,19.0322,18.535601
07-10-2003,18.728901,19.0322,18.535601,18.628901,0.292943,23548320,18.864401,18.5611
08-10-2003,18.8444,18.864401,18.5611,18.738899,0.294673,12682620,19.653299,18.7778
09-10-2003,18.888901,19.653299,18.7778,19.5278,0.307078,23149395,19.955601,19.535601
10-10-2003,19.5578,19.955601,19.535601,19.7589,0.310712,13701195,20.2222,19.6
13-10-2003,19.6889,20.2222,19.6,20.087799,0.315884,16321140,20.266701,19.2444
14-10-2003,20.218901,20.266701,19.2444,19.487801,0.306449,15633405,19.888901,19.0567
15-10-2003,19.6311,19.888901,19.0567,19.6278,0.308651,14108310,20.0667,19.5889
16-10-2003,19.7778,20.0667,19.5889,19.9144,0.313157,13351950,20,19.450001
17-10-2003,19.8211,20,19.450001,19.684401,0.309541,11281680,19.7778,19.422199
20-10-2003,19.6667,19.7778,19.422199,19.4722,0.306204,11068560,19.555599,19.0844
21-10-2003,19.3333,19.555599,19.0844,19.3911,0.304928,14747850,19.555599,19.2244
22-10-2003,19.3556,19.555599,19.2244,19.465599,0.3061,11785860,19.4667,18.671101
23-10-2003,19.4667,19.4667,18.671101,18.847799,0.296385,11102175,19.1556,18.6689
24-10-2003,18.85,19.1556,18.6689,19.0644,0.299791,8446905,19.553301,19.111099
27-10-2003,19.422199,19.553301,19.111099,19.228901,0.302378,11965680,19.444401,19.1378
28-10-2003,19.177799,19.444401,19.1378,19.3022,0.303531,11257605,19.511101,18.7789
29-10-2003,19.511101,19.511101,18.7789,19.177799,0.301574,32704875,19.2222,19.044399
30-10-2003,19.1556,19.2222,19.044399,19.120001,0.300665,12217545,19.4667,19.111099
31-10-2003,19.111099,19.4667,19.111099,19.261101,0.302884,11310705,19.799999,19.2222
03-11-2003,19.444401,19.799999,19.2222,19.7022,0.309821,17924445,20.133301,19.7756
04-11-2003,19.7756,20.133301,19.7756,20.0044,0.314573,18856890,20.2089,19.604401
05-11-2003,19.888901,20.2089,19.604401,19.751101,0.310589,23321475,19.822201,19.444401
06-11-2003,19.7111,19.822201,19.444401,19.492201,0.306518,12835800,19.5333,19.0278
07-11-2003,19.488899,19.5333,19.0278,19.195601,0.301854,14013900,19.3333,18.7822
10-11-2003,19.2222,19.3333,18.7822,19.16,0.301294,8620695,19.3778,19.1556
11-11-2003,19.3778,19.3778,19.1556,19.23,0.302395,15254280,19.417801,18.7556
12-11-2003,19.3778,19.417801,18.7556,18.907801,0.297328,10532970,19.111099,18.8444
13-11-2003,19.111099,19.111099,18.8444,18.9722,0.298341,12760290,19.077801,18.888901
14-11-2003,18.9333,19.077801,18.888901,19,0.298778,14852475,19.26,18.9578
17-11-2003,19.002199,19.26,18.9578,19.1,0.300351,5614425,19.3333,19.067801
18-11-2003,19.2444,19.3333,19.067801,19.195601,0.301854,8096760,19.4156,18.9356
19-11-2003,19.3333,19.4156,18.9356,19.323299,0.303862,7716645,19.7089,18.9333
20-11-2003,19.4244,19.7089,18.9333,19.135599,0.300911,13357575,19.5044,18.888901
21-11-2003,19.1667,19.5044,18.888901,19.4056,0.305156,11710305,19.555599,19.055599
24-11-2003,19.488899,19.555599,19.055599,19.106701,0.300456,7109505,19.2656,18.922199
25-11-2003,19.219999,19.2656,18.922199,19.007799,0.298901,8741250,19.200001,18.799999
27-11-2003,19.002199,19.200001,18.799999,19.0056,0.298866,19232595,19.286699,18.888901
28-11-2003,18.888901,19.286699,18.888901,19.054399,0.299634,11492955,19.444401,19.044399
01-12-2003,19.3111,19.444401,19.044399,19.374399,0.304666,18404280,19.6889,19.2922
02-12-2003,19.444401,19.6889,19.2922,19.4844,0.306396,14490945,19.8444,19.3578
03-12-2003,19.511101,19.8444,19.3578,19.450001,0.305855,16524990,20.219999,19.4333
04-12-2003,19.488899,20.219999,19.4333,19.9967,0.314452,25942815,20.7111,20.111099
05-12-2003,20.111099,20.7111,20.111099,20.237801,0.318243,34447950,20.51,20.1556
08-12-2003,20.1644,20.51,20.1556,20.290001,0.319064,17136720,21.2222,20.3333
09-12-2003,20.3333,21.2222,20.3333,21.1022,0.331836,35893125,21.9956,21.2222
10-12-2003,21.3333,21.9956,21.2222,21.7367,0.341813,41172840,21.866699,21.111099
11-12-2003,21.7778,21.866699,21.111099,21.625601,0.340066,18712530,21.6667,20.5133
12-12-2003,20.7789,21.6667,20.5133,21.4856,0.337865,11082330,22.1978,21.534401
15-12-2003,21.555599,22.1978,21.534401,22.1056,0.347614,13353795,23.097799,21.8444
16-12-2003,22.1556,23.097799,21.8444,22.932199,0.360613,33898320,23.0222,22.2456
17-12-2003,23.0222,23.0222,22.2456,22.5044,0.353886,17478495,22.555599,21.889999
18-12-2003,22.555599,22.555599,21.889999,21.9478,0.345133,16271730,22.4667,21.823299
19-12-2003,22.2889,22.4667,21.823299,21.9622,0.345359,14029470,22.0889,21.8111
22-12-2003,22.0667,22.0889,21.8111,21.926701,0.344801,6052230,22.0889,21.577801
23-12-2003,22,22.0889,21.577801,21.676701,0.34087,7598925,22.0889,21.516701
24-12-2003,22.0889,22.0889,21.516701,21.7089,0.341376,17609130,22.0667,21.511101
26-12-2003,21.888901,22.0667,21.511101,21.667801,0.34073,9591120,22.488899,21.623301
29-12-2003,21.9333,22.488899,21.623301,22.111099,0.347701,22224735,22.4,21.6667
30-12-2003,22.157801,22.4,21.6667,21.8633,0.343804,22348935,22.0667,21.7778
31-12-2003,21.888901,22.0667,21.7778,21.8556,0.343683,16037595,22.3333,21.805599
01-01-2004,22,22.3333,21.805599,22.106701,0.347632,24298560,22.888901,22.116699
02-01-2004,22.116699,22.888901,22.116699,22.7311,0.35745,36205155,23.733299,22.578899
05-01-2004,23.2222,23.733299,22.578899,23.578899,0.370782,40531860,23.864401,22.6667
06-01-2004,23.6667,23.864401,22.6667,22.973301,0.361259,18303975,23,22.3444
07-01-2004,22.6889,23,22.3444,22.780001,0.35822,15797475,24.1089,22.822201
08-01-2004,22.888901,24.1089,22.822201,23.926701,0.376251,26131410,24.6667,23.7111
09-01-2004,24.2222,24.6667,23.7111,24.126699,0.379397,28999530,24.992201,23.6889
12-01-2004,24.3333,24.992201,23.6889,24.7544,0.389267,24394275,24.822201,24.0222
13-01-2004,24.511101,24.822201,24.0222,24.468901,0.384778,16241220,25.266701,23.7778
14-01-2004,24.6889,25.266701,23.7778,25.195601,0.396205,19711845,25.9333,25
15-01-2004,25.3778,25.9333,25,25.2356,0.396834,29235195,25.422199,24.6667
16-01-2004,25.3333,25.422199,24.6667,24.9156,0.391802,16112205,25.577801,24.695601
19-01-2004,25,25.577801,24.695601,25.3344,0.398388,14334390,25.643299,24.555599
20-01-2004,25.444401,25.643299,24.555599,24.9133,0.391766,17474355,26.6444,24.3344
21-01-2004,26.6444,26.6444,24.3344,24.578899,0.386507,19704825,24.9778,23.7556
22-01-2004,24.6667,24.9778,23.7556,23.992201,0.377282,20333385,24.2167,22.049999
23-01-2004,24,24.2167,22.049999,22.8622,0.359512,45175050,23.7533,22.555599
27-01-2004,23.2889,23.7533,22.555599,23.412201,0.368161,20030985,23.5867,22.3456
28-01-2004,23.133301,23.5867,22.3456,22.6133,0.355598,14008320,23.3333,22.58
29-01-2004,22.6744,23.3333,22.58,22.860001,0.359478,32268870,23.327801,22.555599
30-01-2004,23.2222,23.327801,22.555599,22.7756,0.35815,10189845,23.266701,21.7556
03-02-2004,22.6667,23.266701,21.7556,22.464399,0.353257,17096220,22.822201,22.111099
04-02-2004,22.4667,22.822201,22.111099,22.2556,0.349973,17593020,22.4433,21.58
05-02-2004,22.4433,22.4433,21.58,21.6633,0.340659,15341175,22.2444,21.6444
06-02-2004,21.7756,22.2444,21.6444,22.002199,0.345989,18761265,22.42,21.7556
09-02-2004,21.7556,22.42,21.7556,22.126699,0.347946,14173380,22.555599,22.111099
10-02-2004,22.2889,22.555599,22.111099,22.328899,0.351126,22252950,22.5333,22.135599
11-02-2004,22.5333,22.5333,22.135599,22.432199,0.35275,15670890,22.728901,22.337799
12-02-2004,22.337799,22.728901,22.337799,22.4389,0.352856,16875270,23.5956,22.422199
13-02-2004,22.6667,23.5956,22.422199,23.5322,0.370048,31623300,24.0889,23.488899
16-02-2004,23.511101,24.0889,23.488899,23.793301,0.374154,14588955,24.2444,23.5567
17-02-2004,23.733299,24.2444,23.5567,24.0056,0.377492,19207530,24.2222,23.421101
18-02-2004,24.215599,24.2222,23.421101,23.9911,0.377264,22644765,24.1556,23.822201
19-02-2004,24,24.1556,23.822201,23.9722,0.376967,24485670,24.4,22.799999
20-02-2004,22.799999,24.4,22.799999,24.2467,0.381284,19065825,24.577801,24.0044
23-02-2004,24.2222,24.577801,24.0044,24.2167,0.380812,15819975,24.9111,23.827801
24-02-2004,24.3778,24.9111,23.827801,24.7178,0.388692,23835600,24.6667,23.804399
25-02-2004,24.4533,24.6667,23.804399,23.91,0.375989,8687565,24.611099,23.6667
26-02-2004,23.6667,24.611099,23.6667,24.2589,0.381475,16338645,24.6667,24.1556
27-02-2004,24.3111,24.6667,24.1556,24.455601,0.384569,8716995,25.464399,24.2222
01-03-2004,24.444401,25.464399,24.2222,25.3433,0.398528,18364005,26.444401,24.917801
03-03-2004,25.3333,26.444401,24.917801,26.104401,0.410496,18399510,26.177799,25.6022
04-03-2004,26,26.177799,25.6022,25.8822,0.407002,10794105,26.219999,25.6
05-03-2004,25.6,26.219999,25.6,25.9244,0.407666,10482345,26.3689,25.7789
08-03-2004,25.934401,26.3689,25.7789,26.1367,0.411004,8538390,26.2222,25.7356
09-03-2004,25.9111,26.2222,25.7356,25.9722,0.408417,10944945,26.266701,25.555599
10-03-2004,25.9111,26.266701,25.555599,26.0322,0.409361,12090780,25.955601,25.3333
11-03-2004,25.866699,25.955601,25.3333,25.5144,0.401218,15297300,25.511101,25.055599
12-03-2004,25.444401,25.511101,25.055599,25.2089,0.396414,10955970,25.436701,24.247801
15-03-2004,25.436701,25.436701,24.247801,24.469999,0.384795,11305125,24.444401,23.201099
16-03-2004,24.2889,24.444401,23.201099,23.9133,0.376041,20762235,24.444401,23.3778
17-03-2004,24.006701,24.444401,23.3778,24.256701,0.381441,23530140,24.4111,23.823299
18-03-2004,24.2222,24.4111,23.823299,24.1367,0.379554,6596910,23.9778,23.5833
19-03-2004,23.975599,23.9778,23.5833,23.781099,0.373962,9640755,24.0867,23.6222
22-03-2004,23.822201,24.0867,23.6222,23.8311,0.374748,12756015,24.111099,23.6689
23-03-2004,23.6689,24.111099,23.6689,23.9767,0.377038,10936125,24.3311,23.624399
24-03-2004,24.0889,24.3311,23.624399,23.713301,0.372896,10765980,24.128901,23.578899
25-03-2004,23.578899,24.128901,23.578899,23.7556,0.373561,11692755,24.1978,23.3389
26-03-2004,24.044399,24.1978,23.3389,23.805599,0.374347,10627830,23.934401,23.516701
29-03-2004,23.888901,23.934401,23.516701,23.713301,0.372896,4640400,23.8444,23.2278
30-03-2004,23.8444,23.8444,23.2278,23.3433,0.367077,8534160,23.488899,22.8967
31-03-2004,22.8967,23.488899,22.8967,23.18,0.36451,13031820,24.2444,23.111099
01-04-2004,23.3978,24.2444,23.111099,24.062201,0.378382,11635965,24.393299,23.9389
02-04-2004,24.2222,24.393299,23.9389,24.148899,0.379746,8807040,24.488899,23.555599
05-04-2004,23.555599,24.488899,23.555599,24.2211,0.380881,8020530,24.4111,24.0056
06-04-2004,24.2222,24.4111,24.0056,24.0989,0.378959,5682330,24.465599,23.9778
07-04-2004,24.111099,24.465599,23.9778,24.2733,0.381702,8180415,24.375601,22.6889
08-04-2004,24.0222,24.375601,22.6889,24.2222,0.380898,9668115,24.441099,23.7778
12-04-2004,24.3333,24.441099,23.7778,23.9044,0.375901,5949135,24.3111,23.444401
13-04-2004,23.8444,24.3111,23.444401,24.1322,0.379483,7346565,24.444401,24.1033
15-04-2004,24.133301,24.444401,24.1033,24.171101,0.380095,12583125,24.3333,23.563299
16-04-2004,23.563299,24.3333,23.563299,24.1511,0.37978,6415515,24.3111,23.9111
19-04-2004,24.111099,24.3111,23.9111,24.1511,0.37978,7624395,24.219999,23.7789
20-04-2004,24.219999,24.219999,23.7789,23.912201,0.376024,5017635,24.176701,23.691099
21-04-2004,23.888901,24.176701,23.691099,23.9811,0.377107,10163655,24.3311,23.7778
22-04-2004,24.3311,24.3311,23.7778,24.0056,0.377492,4813650,24.2644,23.691099
23-04-2004,23.7556,24.2644,23.691099,24.0144,0.377631,8679510,24.2111,22.7267
27-04-2004,22.7267,24.2111,22.7267,23.4944,0.369454,20364300,24,23.111099
28-04-2004,23.3678,24,23.111099,23.51,0.369699,13312485,24.111099,23.111099
29-04-2004,23.3333,24.111099,23.111099,23.6922,0.372564,15147045,24.3311,23.1133
30-04-2004,23.1133,24.3311,23.1133,23.9244,0.376215,6965010,24.1556,23.3778
03-05-2004,23.8244,24.1556,23.3778,23.8433,0.37494,11546595,23.866699,23.444401
04-05-2004,23.7778,23.866699,23.444401,23.6089,0.371254,11734335,23.6889,23.4011
05-05-2004,23.582199,23.6889,23.4011,23.4867,0.369332,20613195,23.6889,23.2222
06-05-2004,23.6889,23.6889,23.2222,23.2644,0.365837,26460720,23.223301,22.6667
07-05-2004,23,23.223301,22.6667,22.885599,0.35988,10300950,22.888901,21.888901
10-05-2004,22.223301,22.888901,21.888901,22.209999,0.349256,13719645,22.111099,20.5944
11-05-2004,21.7778,22.111099,20.5944,20.77,0.326612,21976785,21.059999,20.4
12-05-2004,20.555599,21.059999,20.4,20.737801,0.326106,14534235,21.5767,19.451099
13-05-2004,20.4778,21.5767,19.451099,21.1656,0.332833,17066475,21.645599,19.998899
14-05-2004,21.3333,21.645599,19.998899,20.371099,0.320339,21813930,20.469999,18.0467
17-05-2004,20.3311,20.469999,18.0467,18.383301,0.289081,13282920,21.7244,18.3333
18-05-2004,18.888901,21.7244,18.3333,20.129999,0.316548,15351930,20.927799,18.6667
19-05-2004,20.555599,20.927799,18.6667,19.9778,0.314154,11901825,20,19.2222
20-05-2004,19.444401,20,19.2222,19.728901,0.31024,12376215,20.0222,19.3344
21-05-2004,19.446699,20.0222,19.3344,19.940001,0.31356,11214945,20.577801,19.9333
24-05-2004,20.0889,20.577801,19.9333,20.4244,0.321177,10738890,20.6667,19.2656
25-05-2004,20.2911,20.6667,19.2656,20.534401,0.322907,13374180,20.511101,19.555599
26-05-2004,20.0667,20.511101,19.555599,19.774401,0.310956,12553155,20.4667,19.4478
27-05-2004,19.5333,20.4667,19.4478,20.3356,0.319781,23642280,20.33,19.3556
28-05-2004,20.2111,20.33,19.3556,19.565599,0.307673,15591195,19.658899,18.2222
31-05-2004,19.1889,19.658899,18.2222,19.511101,0.306815,19220265,20.3556,19.7778
01-06-2004,19.7778,20.3556,19.7778,20.065599,0.315535,33275340,20.266701,19.444401
02-06-2004,20.1978,20.266701,19.444401,20.0233,0.31487,14262390,20.2222,19.123301
03-06-2004,20.2222,20.2222,19.123301,19.4944,0.306553,18270225,19.774401,19.2222
04-06-2004,19.422199,19.774401,19.2222,19.468901,0.306152,17679960,20.040001,19.488899
07-06-2004,19.888901,20.040001,19.488899,19.7733,0.310939,18345105,22.200001,19.451099
08-06-2004,22.200001,22.200001,19.451099,19.865601,0.31239,6297255,20.554399,19.611099
09-06-2004,20.554399,20.554399,19.611099,19.8444,0.312057,6187275,20.044399,19.7122
10-06-2004,19.8556,20.044399,19.7122,19.9333,0.313455,8316945,20.0422,19.582199
11-06-2004,20,20.0422,19.582199,19.7689,0.310869,7340895,19.9,19.3333
14-06-2004,19.733299,19.9,19.3333,19.4956,0.306572,8894070,19.7544,19.3333
15-06-2004,19.3333,19.7544,19.3333,19.633301,0.308737,5480910,19.7889,19.4778
16-06-2004,19.733299,19.7889,19.4778,19.6644,0.309226,5715630,20,19.577801
17-06-2004,19.6644,20,19.577801,19.8144,0.311585,5724000,19.9778,19.1633
18-06-2004,19.6667,19.9778,19.1633,19.2644,0.302936,9863550,19.294399,18.780001
21-06-2004,19.2222,19.294399,18.780001,19.0744,0.299948,6265395,19.2889,18.356701
22-06-2004,19.0667,19.2889,18.356701,19.125601,0.300753,7565580,19.1556,18.403299
23-06-2004,19.114401,19.1556,18.403299,18.8256,0.296036,13863600,19.2222,18.7778
24-06-2004,18.866699,19.2222,18.7778,19.129999,0.300823,21687705,19.555599,18.9333
25-06-2004,19.0667,19.555599,18.9333,19.2689,0.303007,8528490,19.511101,19.111099
28-06-2004,19.3578,19.511101,19.111099,19.361099,0.304457,7237575,19.652201,19.1222
29-06-2004,19.3333,19.652201,19.1222,19.4856,0.306414,7029135,19.8678,19.341101
30-06-2004,19.5333,19.8678,19.341101,19.7089,0.309926,8569890,19.964399,19.567801
01-07-2004,19.667801,19.964399,19.567801,19.705601,0.309874,11077470,20.4,19.6667
02-07-2004,19.7556,20.4,19.6667,20.201099,0.317666,10454220,20.444401,20.044399
05-07-2004,20.044399,20.444401,20.044399,20.351101,0.320025,6412860,21.040001,20.125601
06-07-2004,20.42,21.040001,20.125601,20.84,0.327713,10028925,21.822201,20.784401
07-07-2004,20.975599,21.822201,20.784401,21.4533,0.337357,22997970,22.888901,21.3333
08-07-2004,21.3333,22.888901,21.3333,21.7467,0.341971,30188430,23.464399,21.0056
09-07-2004,21.0056,23.464399,21.0056,23.365601,0.367428,32740425,23.6444,23.0056
12-07-2004,23.365601,23.6444,23.0056,23.4189,0.368266,15418080,23.6222,22.8922
13-07-2004,23.444401,23.6222,22.8922,23.215599,0.365069,8523945,23.5511,22.293301
14-07-2004,23.5511,23.5511,22.293301,22.388901,0.352069,12415635,22.9956,22.002199
15-07-2004,22.0467,22.9956,22.002199,22.0933,0.347421,18676800,22.8444,22.0889
16-07-2004,22.0889,22.8444,22.0889,22.766701,0.35801,14709915,22.8556,22.2444
19-07-2004,22.553301,22.8556,22.2444,22.5811,2.921988,10107360,22.6644,22.072201
20-07-2004,22.6644,22.6644,22.072201,22.1278,2.863331,10703655,22.2222,21.888901
21-07-2004,22.133301,22.2222,21.888901,22.073299,2.856278,14824620,22.3111,21.7778
22-07-2004,22.3111,22.3111,21.7778,21.885599,2.83199,10078020,22.444401,21.799999
23-07-2004,21.8444,22.444401,21.799999,22.252199,2.879428,15830235,23.444401,22.111099
26-07-2004,22.2222,23.444401,22.111099,23.379999,3.025365,21627855,23.444401,23.1667
27-07-2004,23.379999,23.444401,23.1667,23.3556,3.022208,17547795,23.328899,22.9333
28-07-2004,23.190001,23.328899,22.9333,23.007799,2.977202,13159935,23.383301,22.555599
29-07-2004,22.98,23.383301,22.555599,23.261101,3.009979,16187490,23.3778,22.762199
30-07-2004,23.3778,23.3778,22.762199,23.059999,2.983957,14949720,23.0667,22.7778
02-08-2004,23.0467,23.0667,22.7778,22.9678,2.972027,5972985,23.1,22.3578
03-08-2004,23,23.1,22.3578,22.506701,2.91236,22225590,23.134399,22.4489
04-08-2004,22.5567,23.134399,22.4489,23.043301,2.981796,12941100,23.3333,23.044399
